,tune,dataset
11026,21818_kincaldrums,test
11027,21819_la_berceuse,validation
11028,2181_mckeowns,train
11029,21820_miss_kelly,train
11030,21821_hard_to_be_three,validation
11031,21822_blagdon_hill,test
11032,21823_sunny_sundays,test
11033,21824_begleys_frolics,validation
11034,21825_towd_yowe_wi_one_horn,train
11035,21826_walking_on_water,train
11036,21827_grannys_93rd,test
11037,21828_lad_obeirnes,train
11038,2182_the_mealagh_valley,test
11039,21830_gan_ainm,train
11040,21832_shannons,train
11041,21834_ar_mhuin_na_muice,test
11042,21836_webbs_wonderful,train
11043,21837_miss_rona_macdonald,train
11044,21838_a_farruquia,test
11045,21839_balfour_road,train
11046,2183_home,train
11047,21840_a_farruquia,validation
11048,21841_tirne_mhire,train
11049,21842_estrellas,test
11050,21843_oconnells_lamentation,test
11051,21844_skye_dance,train
11052,21845_stairwell_time,train
11053,21846_davy_collins,train
11054,21847_the_midleton_thief,train
11055,21848_brian_tobins,train
11056,21849_brian_borus,validation
11057,21851_dusk_chase,train
11058,21852_an_dara_pholca_diligh,validation
11059,21854_bobs_bucket,train
11060,21855_the_eastern_harper,train
11061,21857_the_sailors_rest,train
11062,21858_scottish,test
11063,21859_the_mist_of_sliabh_luachra,train
11064,2185_the_hairy_dogleaf,train
11065,21860_y,train
11066,21861_strong_stands_the_black_tower,train
11067,21862_en_armorique,train
11068,21863_all_in_one_day,validation
11069,21864_the_open_fence,train
11070,21865_golden_jubilee,train
11071,21866_the_east_neuk_o_fife,train
11072,21867_mutton_island,validation
11073,21868_caulfields,validation
11074,21869_the_ness_lassies,test
11075,2186_planxty_charles_coote,train
11076,21870_the_broken_chanter,train
11077,21871_to_war,validation
11078,21875_c.m,validation
11079,21876_snouts_and_ears,train
11080,21877_les_filles_danost,validation
11081,21878_gavotte_de_scrignac,train
11082,21879_tom_barretts,train
11083,2187_the_cuigiu_lasses,test
11084,21880_jose_le_bouezou,train
11085,21881_creamery_cross,train
11086,21882_gearran_buidhe,train
11087,21883_miss_jane_macinnes-dandeleith,train
11088,21884_the_old_siege_of_valencia,train
11089,21885_murphys,train
11090,21886_el_colomar,train
11091,21887_gan_ainm,test
11092,21889_the_tram,validation
11093,2188_the_kerry_jig,train
11094,21891_crooked_road_to_bracey,test
11095,21892_martin_with_the_long_ears,train
11096,21893_majoras_mask_clock_town_day_1,validation
11097,21894_deoind,train
11098,21895_lady_connecticut,train
11099,21896_tomnahurich,train
11100,21897_marinas,train
11101,21898_the_manchester_angel,train
11102,21899_les_quatre_branles,train
11103,2189_thompsons,train
11104,21900_gan_ainm,train
11105,21901_il_maggio_di_montereggio,train
11106,21902_chioulas_air,train
11107,21903_road_to_canterbury,train
11108,21904_white_star,train
11109,21905_tide_on_the_mudflats,test
11110,21906_gaelic_roots,train
11111,21907_the_fields_of_athenry,validation
11112,21908_chewing_the_cud,train
11113,21909_trippin_on_green_mushrooms,train
11114,2190_to_limerick_we_go,test
11115,21910_the_alberta_polka,train
11116,21911_jenny_of_the_rolling_hills,validation
11117,21912_davy_roches,train
11118,21913_lady-love,validation
11119,21914_tramper_down,test
11120,21915_lewis_and_mollys,train
11121,21916_whiskey_o_rowdledum_ro,train
11122,21917_colin_rankins,train
11123,21918_anne_marie_barrie,test
11124,21919_cottonwood,train
11125,2191_wellingtons_advance,train
11126,21920_the_panel_mine,train
11127,21921_doug_macphees_visit_to_belle_cte,test
11128,21922_miss_anderson,train
11129,21923_capers,train
11130,21924_anne_macnamara,train
11131,21925_sacsters,train
11132,21926_the_pumphouse,train
11133,21927_the_fishnet_jig,train
11134,21928_mantell_siani,train
11135,21929_the_gift_of_music,train
11136,2192_the_baltimore_salute,train
11137,21930_valse_du_mois_de_novembre,test
11138,21931_the_hyndland_fox,train
11139,21932_the_goat_in_the_cold,train
11140,21933_the_triumph_of_the_opening_of_the_peoples_whisky,train
11141,21936_heart_of_the_heartland,train
11142,21937_off_the_cuff,validation
11143,21938_allan_dewars,validation
11144,21939_spagnoletta,train
11145,2193_the_humours_of_bandon,train
11146,21940_miss_fleming_of_moness,train
11147,21942_dan_rory_macdougall,train
11148,21943_chill_sundays,test
11149,21944_bourre,train
11150,21946_gan_ainm,train
11151,21947_orahillys_grave,train
11152,21948_liam_an_bhradain,train
11153,21949_end_of_story,train
11154,21950_leavs,train
11155,21951_gan_ainm,validation
11156,21952_english_dance_from_bornholm,validation
11157,21953_hagans,train
11158,21954_robert_jordan,test
11159,21955_mar_castle,train
11160,21956_the_bonny_ship_the_diamond,train
11161,21957_chucks,train
11162,21959_burn_the_stubble,train
11163,2195_the_three_scones_of_boxty,validation
11164,21960_ca_beleo,test
11165,21961_old_pier_road,train
11166,21962_the_shieling_in_the_braes_of_rannoch,train
11167,21964_polska_from_ornunga,train
11168,21965_blest_among_women,train
11169,21966_aislings,test
11170,21967_rainbow_socks,validation
11171,21968_miss_campbell,train
11172,21969_the_prince_of_wales,validation
11173,2196_the_bald_bishops,train
11174,21970_michigan_io,test
11175,21971_rude_ring,train
11176,21972_road_to_maclatchey,test
11177,21973_the_trip_to_cootehall,train
11178,21974_dwyers_inspiration,test
11179,21975_ar_chakouz,train
11180,21976_the_maritime,validation
11181,21977_return_to_kilty,train
11182,21978_the_broken_windscreen,validation
11183,21979_doug_and_dianas_wedding,train
11184,2197_all_round_the_room,train
11185,21980_the_arthritic,train
11186,21981_murrintowns_mother_marks,train
11187,21982_sweet_statia,validation
11188,21983_the_saltees,train
11189,21984_kilmore_k,train
11190,21985_nighean_na_cailliche,train
11191,21986_denis_whelans,train
11192,21988_beautiful_blackwater,train
11193,21989_the_pneumatic_drills,train
11194,2198_sunday_was_my_wedding_day,test
11195,21990_enniscorthy,test
11196,21991_the_dram_circle,train
11197,21992_ians_return_to_ireland,train
11198,21993_john_potts,train
11199,21994_duncormick_mummers,test
11200,21996_turlupinage,test
11201,21997_sceiligin,train
11202,21998_gan_ainm,train
11203,21999_powerhouse,validation
11204,2199_the_merry_thatcher,validation
11205,219_the_fermoy_lasses,train
11206,21_castle_kelly,train
11207,22000_siobhn_n_dhuibhir,validation
11208,22001_gan_ainm,test
11209,22004_seans,train
11210,22005_hodges_mill,train
11211,22006_pollys_fancy,train
11212,22007_the_gate_lodge,test
11213,22008_varguss,test
11214,22009_scotch_nancy,train
11215,2200_old_man_dillon,validation
11216,22010_the_piercestown,train
11217,22011_tuskar_rock,train
11218,22012_johnstown_castle,test
11219,22013_eugenes,test
11220,22014_the_garron_trotting,train
11221,22015_jig_for_rachel,test
11222,22016_up_the_bow,train
11223,22017_sarah_dancing,train
11224,22018_squirmys,train
11225,22019_brighter_days,validation
11226,2201_the_singing_blackbird,train
11227,22020_rosebuds_in_summer,validation
11228,22021_miss_laura_andrew,validation
11229,22022_new_bedford,train
11230,22023_who_ceithirs,train
11231,22024_whistled_no,train
11232,22025_monea_castle,train
11233,22026_tiarnan_and_stephanies,validation
11234,22027_the_baltimore_fox,train
11235,22028_sen_ryans,test
11236,22029_samhradh,train
11237,2202_maybe,train
11238,22030_white_butterfly,train
11239,22031_mary_ellen,test
11240,22032_ill_learn_it_by_tomorrow,validation
11241,22034_captain_tom_connollys,validation
11242,22035_ciarn_pattens,train
11243,22037_low_lights_on_the_corrib,test
11244,22038_oche_na_gaoithe_mire,train
11245,2203_da_brig,validation
11246,22040_dancing_in_the_sky,train
11247,22041_millers_daughter,train
11248,22042_an_pca,train
11249,22043_day_of_the_suns_rebirth,validation
11250,22044_cailroe_ramblers,validation
11251,22045_sherrys_return,train
11252,22046_the_fog_is_lifting,validation
11253,22047_lake_dance,test
11254,22048_covsdale,train
11255,22049_alpine_slopes,train
11256,2204_osullivans_march,train
11257,22051_the_five_year,train
11258,22052_the_borris,train
11259,22054_ferndene,train
11260,22056_bright_eyes,train
11261,22057_blow_november_wind,train
11262,22058_gan_ainm,train
11263,22059_gan_ainm,validation
11264,2205_miss_elspeth_campbell,validation
11265,22060_the_one_hour,train
11266,22061_rorey,train
11267,22063_tom_byrnes,test
11268,22064_tom_byrnes,train
11269,22068_a_98,train
11270,22069_waverly,train
11271,22070_the_slip-on_gang,train
11272,22071_the_bannow_bay,test
11273,22072_the_popes_visit,train
11274,22073_jack_and_pollys,train
11275,22074_the_maiden_magpie,test
11276,22075_honk_toot,train
11277,22076_trip_to_sebasta,train
11278,22077_cornphiopa_corofinne,train
11279,22078_the_donegal,train
11280,2207_shake_a_leg,train
11281,22081_the_salmons_tail,train
11282,22082_mick_leahys_fancy,train
11283,22083_lamonds_favourite,train
11284,22084_the_wind_on_the_hill,train
11285,22085_lar_whites,train
11286,22086_larry_grogans,validation
11287,22087_the_girl_that_i_love,test
11288,22088_lizzie_jeffries,train
11289,22089_the_sailor_on_the_rock,train
11290,2208_the_presbyterian,train
11291,22090_the_navvy_of_kinlochleven,train
11292,22091_an_cailn_ban,train
11293,22092_nellie_the_elephant,train
11294,22094_the_well_field,validation
11295,22097_staples_haggard,test
11296,22098_father_frank_from_gorey,train
11297,22099_miss_redmonds,train
11298,2209_john_watt_henrys,test
11299,220_the_fifth_year,train
11300,22100_murphy_from_wexford,train
11301,22101_pretty_girls_of_gorey,test
11302,22102_the_wexford_boys,test
11303,22103_the_wexford_reedmaker,test
11304,22104_the_slaney_bog,train
11305,22105_wonderwomen,train
11306,22106_gavotte_sicard,train
11307,22108_down_in_the_glen,train
11308,22109_sarah_kellys,train
11309,2210_brumley_brae,test
11310,22111_sonnys_dream,train
11311,22113_the_topers_double,train
11312,22114_the_redmoor,train
11313,22115_the_mummers,train
11314,22116_belar,train
11315,22117_gan_ainm,train
11316,22118_kevin_and_marlenes,test
11317,22119_the_humours_of_nickey,train
11318,2211_once_in_a_blue_moose,train
11319,22120_the_humours_of_glynn,validation
11320,22121_the_mill_of_roleen,train
11321,22122_nicholas_furlongs,test
11322,22123_the_hunted_pheasant,train
11323,22124_the_women_of_monaghan,test
11324,22125_gan_ainm,train
11325,22126_gan_ainm,validation
11326,22127_northumberland_quadrill,train
11327,22128_drummuir_castle,train
11328,22129_a_gunne_dubh,train
11329,2212_john_naughtons,train
11330,22131_mr,train
11331,22132_maureens_return,train
11332,22133_scurlogue_champ,train
11333,22134_rustleton__rigby,train
11334,22135_the_auchtermuchty_gala,train
11335,22136_chasing_down_the_hilltops,train
11336,2213_the_castlebar_tramp,test
11337,22140_the_trollhouse,train
11338,22141_colours,validation
11339,22142_the_castleboro,test
11340,22143_st,test
11341,22144_knockahone,test
11342,22145_eadails,validation
11343,22146_small_by_name,test
11344,22147_the_trip_to_kyle,train
11345,22148_the_red_planet,train
11346,22149_old_lucy_campbell,train
11347,2214_paul_kinsellas,test
11348,22151_come_back,train
11349,22152_ceilidh_at_the_caseys,test
11350,22153_the_first_fiddler_of_dooney,test
11351,22154_a_tribute_to_tom,train
11352,22155_zolloko_san_martinak,train
11353,22156_capecastle_tunnel,train
11354,22157_clan_wallace,train
11355,22158_planxty_noel_hill,train
11356,22159_the_jupiter,train
11357,2215_handsome_sally,train
11358,22163_onwards_and_downwards,train
11359,22164_karabach,validation
11360,22165_ud_the_doudouk,train
11361,22166_ancient_clan_march,train
11362,22167_nick_sheridans_farewell,validation
11363,22168_the_devils_chimney,validation
11364,22169_bouncing_lily,train
11365,2216_the_sprig_of_shillelagh,train
11366,22170_fair_play_to_you_mary,train
11367,22171_the_purlongs,train
11368,22172_montbran,train
11369,22174_the_third_attempt,train
11370,22175_denis_oconnor,train
11371,22176_without_reason,train
11372,22177_reel_for_saileog,train
11373,22178_tuam,train
11374,2217_dan_collins_fathers,train
11375,22180_paddy_faheys,test
11376,22181_bang_it_up,validation
11377,22182_kate_and_davy,train
11378,22183_laugh_and_be_fat,train
11379,22184_la_patte_de_mouton,train
11380,22185_spencers,train
11381,22186_bridge_mills,test
11382,22187_whitecross,train
11383,22188_northern_lights_of_old_aberdeen,train
11384,22189_exile,train
11385,2218_bouncing,test
11386,22190_the_puchas_bush,train
11387,22191_barz_du,train
11388,22193_tipsy_house,validation
11389,22194_garran_bui,validation
11390,22195_the_wind_that_blows_oer_the_wild_moor,train
11391,22196_the_sally_gardens,train
11392,22197_teddy_oneill,train
11393,22198_gan_ainm,train
11394,22199_gan_ainm,train
11395,221_the_earls_chair,train
11396,22200_glen_rinnes,train
11397,22201_rolling_home,test
11398,22202_rolling_home,train
11399,22203_the_perfect_pitch,train
11400,22204_the_badger,train
11401,22205_green_willis,train
11402,22206_bal_loudieg,train
11403,22207_rond_loudieg,validation
11404,22208_rond_loudieg,train
11405,22209_wellingtons,train
11406,2220_john_rankins,train
11407,22210_anonn_is_anall,validation
11408,22211_i_could_but_i_wont,train
11409,22212_maggies_afternoon_nap,validation
11410,22213_craoibhin_cno,test
11411,22214_pander_dance,train
11412,22215_the_mount_leinster,train
11413,22216_the_tombrack,train
11414,22217_autumn_in_paris,train
11415,22218_ned_kellys,train
11416,22219_gan_ainm,test
11417,2221_macarthur_road,test
11418,22220_my_wife_has_scolded_me,train
11419,22221_old_mans_delight,train
11420,22224_john_riley_the_shepherd,train
11421,22225_lovely_lizzie_leitrim_lass,train
11422,22227_dolly_mac_donough,train
11423,22228_the_mam,train
11424,22229_tom_byrnes,train
11425,2222_the_second_star,train
11426,22230_ill_turn_off_your_water,test
11427,22231_the_permanent_way,train
11428,22232_tintern_abbey,train
11429,22233_the_blind_piper,validation
11430,22234_screw_the_nut,train
11431,22235_two_little_ducks,test
11432,22236_sallys_return,test
11433,22237_the_weatherman,test
11434,22238_the_forgotten,train
11435,22239_ian_petersons_compliments_to_jack_delaney,validation
11436,2223_da_auld_resting_chair,test
11437,22240_betty_whelans_farewell,train
11438,22241_slip_jig_for_janet,train
11439,22242_hoodwinked,train
11440,22243_the_prayerful_hymn,test
11441,22244_get_her_goin,test
11442,22245_the_glowchestershire_wassail,train
11443,22246_last_monday_nights,test
11444,22247_meylers_lucky_thirteen,test
11445,22248_big_tony,train
11446,22249_dods_tartan_punk_rock_trews,train
11447,2224_the_stack_of_barley,test
11448,22251_rowsomes,test
11449,22252_amhrn_na_bhfiann,validation
11450,22253_mary_macdonalds_delight,train
11451,22254_mchels,train
11452,22255_donegal_liams,train
11453,22256_martins_mill,validation
11454,22257_shades_of_sennet,validation
11455,22258_luggin_the_box,train
11456,22259_langliru,validation
11457,2225_lovely_leitrim,train
11458,22260_the_garavogue,train
11459,22261_the_new_concert_flute,validation
11460,22262_nancys_fiddle,train
11461,22263_dance_above_the_rainbow,train
11462,22264_auld_ireland,validation
11463,22265_mary_and_me,test
11464,22266_pat_mchughs,validation
11465,22267_the_killourhy_brothers,train
11466,22268_mr,train
11467,22269_the_fyrish,train
11468,2226_the_grand_spey,validation
11469,22270_eloise,train
11470,22271_sarah_armstrongs_tune,test
11471,22272_new_years_luck,train
11472,22273_the_visit_of_ned_lahane,train
11473,22274_the_blind_man,test
11474,22275_whistling_past_the_graveyard,train
11475,22276_waverly,test
11476,22277_labyrinth,train
11477,22278_room_for_the_cuckolds,train
11478,22279_the_surprise_visit,train
11479,2227_the_coachmans_whip,train
11480,22280_garricks_delight,train
11481,22281_the_mighty_pot-holes,train
11482,22282_the_missing_fiddle,train
11483,22283_gerrys_digger,train
11484,22284_the_fuchsia,validation
11485,22285_st,train
11486,22286_spanish_point,train
11487,22287_tidal_wave_of_porridge,test
11488,22288_out_of_his_wits,test
11489,22289_valsamanu,test
11490,2228_molly_macalpin,train
11491,22290_juchheisa_nach_amerika,train
11492,22291_planxty_mac_clancy,train
11493,22292_snowy_evening,test
11494,22293_the_ballygar_hermitage,train
11495,22294_doddies_dream,train
11496,22295_the_sleepy,train
11497,22296_pat_mcginleys,train
11498,22297_capo_zero,train
11499,22298_the_fluters_hangout,train
11500,22299_new_shop_dance,validation
11501,2229_belladrum_house,train
11502,222_the_man_of_the_house,train
11503,22300_austrians_gallop,train
11504,22301_the_killaloe,train
11505,22302_the_rollicking_girl,train
